hhid,upm,nvivi,nhoga,dpto,area,año,fex_2022,facpob,dominio,ipcm,lnipcm,tipo_empleo,tipo_vivienda,tipo_pared,tipo_piso,tipo_techo,tipo_agua_proveedor,tipo_agua_vivienda,tipo_agua_proveedor_beber,tipo_agua_fuente_beber,tipo_banho_desague,tipo_combustible,tipo_basura,tipo_vivienda_propiedad,tipo_hogar,tiene_agua_24hrs,tiene_luz_electrica,tiene_linea_fija,tiene_celular,tiene_banho,tiene_computadora,tiene_tableta,tiene_internet,tiene_internet_cablewifi,tiene_internet_modem,tiene_radio,tiene_televisor,tiene_heladera,tiene_cocina_gas,tiene_cocina_elec,tiene_lavarropas,tiene_videoDVD,tiene_termocalefon,tiene_acondicionador_aire,tiene_antena_parabolica,tiene_tv_cable,tiene_horno_microondas,tiene_horno_electrico,tiene_auto_camion,tiene_motocicleta,tiene_seguro,jefe,jefe_edad,jefe_anios_estudio,jefe_idioma,jefe_tipo_empleo,jefe_estado_civil,jefe_tiene_seguro,nro_dormitorios,nro_trabajo,nro_5menos,nro_6a14,nro_tiene_seguro,totpers,linea_pobreza_total,linea_pobreza_extrema,pobrezai,pobnopoi,pob_total,pob_ext,ipcm_median
729_36_1,729,36,1,0,1,2022,103.76492,518.82458,0,2254700.574241175,14.628528,3.25,1,4,5,1,1,2,1,2,2,2,2,1,4,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,.2,.2,59,9,2,4,1,0,3,4,0,0,1,5,816163,338225,3,0,0,0,1349961.5
729_39_1,729,39,1,0,1,2022,103.76492,311.29474,0,2663197.292862995,14.795038,,1,4,5,1,1,2,1,2,1,2,2,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,.66666669,.33333334,70,16,3,9,1,1,4,0,0,0,2,3,816163,338225,3,0,0,0,1349961.5
729_40_1,729,40,1,0,1,2022,103.76492,415.05966,0,2541570.95980311,14.748293,1,1,4,5,1,1,2,1,2,1,2,2,1,4,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,.25,67,15,2,9,1,1,4,1,0,0,4,4,816163,338225,3,0,0,0,1349961.5
729_4_1,729,4,1,0,1,2022,103.76492,207.52983,0,1115607.054963081,13.92491,4,1,4,5,1,1,2,11,7,2,2,2,1,3,1,1,0,1,1,0,1,0,,,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,.5,74,12,3,9,5,0,2,1,0,0,0,2,816163,338225,3,0,0,0,1349961.5
7310_15_1,7310,15,1,4,6,2022,56.076656,112.15331,6,521771.6014034752,13.164986,4,1,3,3,4,7,4,6,4,7,1,4,1,2,,1,0,1,1,0,0,0,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.5,66,6,1,4,1,0,2,1,0,0,0,2,589563,308878,2,1,1,0,1349961.5
7310_16_1,7310,16,1,4,6,2022,56.076656,56.076656,6,360325.0798722042,12.794762,,1,3,4,3,7,4,7,4,3,1,1,1,1,,1,0,0,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,2,1,9,5,0,2,0,0,0,0,1,589563,308878,2,1,1,0,1349961.5
7310_18_1,7310,18,1,4,6,2022,56.076656,224.30663,6,894720.0458340292,13.704267,4,1,4,4,4,7,5,6,5,7,4,1,1,2,,1,0,1,1,0,0,0,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,.25,27,6,1,4,1,0,1,1,2,0,0,4,589563,308878,3,0,0,0,1349961.5
7310_23_1,7310,23,1,4,6,2022,56.076656,56.076656,6,337866.0143769966,12.730405,4,1,3,1,4,7,4,6,4,,1,4,1,1,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,3,1,4,5,0,1,1,0,0,0,1,589563,308878,2,1,1,0,1349961.5
7310_24_1,7310,24,1,4,6,2022,56.076656,56.076656,6,1007137.394702249,13.822622,,1,3,3,4,2,2,2,2,7,1,1,1,1,1,1,0,1,1,0,0,0,,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,71,6,1,9,4,1,2,0,0,0,1,1,589563,308878,3,0,0,0,1349961.5
7310_25_1,7310,25,1,4,6,2022,56.076656,224.30663,6,919004.5427316288,13.731047,3.3333333,1,3,3,4,2,2,2,2,6,1,1,1,4,0,1,0,1,1,0,0,0,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,.75,.25,76,4,1,4,2,1,3,3,0,1,3,4,589563,308878,3,0,0,0,1349961.5
7310_27_1,7310,27,1,4,6,2022,56.076656,112.15331,6,1125643.74037031,13.933866,4,1,3,4,1,2,2,2,2,2,1,1,1,2,1,1,0,1,1,0,0,0,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,.5,67,4,1,9,2,0,4,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7310_29_1,7310,29,1,4,6,2022,56.076656,336.45993,6,914704.0834769389,13.726356,4,1,3,1,2,2,2,2,2,2,1,4,1,4,1,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,.16666667,45,6,1,4,1,0,5,3,0,2,0,6,589563,308878,3,0,0,0,1349961.5
7310_4_1,7310,4,1,4,6,2022,56.076656,224.30663,6,317262.6650748451,12.667485,4.5,1,4,5,1,7,4,6,4,7,1,4,1,2,,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.25,42,6,1,4,1,0,2,2,0,2,0,4,589563,308878,2,1,1,0,1349961.5
7310_5_1,7310,5,1,4,6,2022,56.076656,224.30663,6,386600.3929712458,12.865147,4,1,3,4,1,6,2,6,2,3,1,4,1,4,,1,0,1,1,0,0,0,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.25,47,6,1,4,1,0,2,1,0,1,0,4,589563,308878,2,1,1,0,1349961.5
7310_6_1,7310,6,1,4,6,2022,56.076656,280.38327,6,215922.4709265174,12.282675,4.6666665,1,4,5,4,2,2,2,2,2,1,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,.2,58,4,1,4,1,0,3,3,0,1,0,5,589563,308878,1,1,1,1,1349961.5
7310_9_1,7310,9,1,4,6,2022,56.076656,280.38327,6,319046.1223687427,12.673091,4.3333335,1,3,4,4,6,2,7,2,6,1,1,1,4,,1,0,1,1,0,0,0,,,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,.2,58,6,1,9,1,0,3,3,0,1,0,5,589563,308878,2,1,1,0,1349961.5
7327_13_1,7327,13,1,4,6,2022,59.970867,299.85434,6,350312.5262510245,12.766581,4.5,1,3,1,3,2,2,2,2,7,1,1,1,4,1,1,0,1,1,0,0,0,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.2,40,6,1,4,1,0,1,2,1,1,0,5,589563,308878,2,1,1,0,1349961.5
7327_14_1,7327,14,1,4,6,2022,59.970867,299.85434,6,457093.5684987682,13.032643,4.8000002,1,4,4,4,2,2,2,2,6,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,.2,52,6,1,4,1,0,3,5,0,0,0,5,589563,308878,2,1,1,0,1349961.5
7327_23_1,7327,23,1,4,6,2022,59.970867,179.9126,6,373728.3634126322,12.831285,4.6666665,1,3,4,4,2,2,2,2,7,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,.33333334,47,5,1,4,2,0,2,3,0,0,0,3,589563,308878,2,1,1,0,1349961.5
7327_26_1,7327,26,1,4,6,2022,59.970867,299.85434,6,571157.260049219,13.25542,4.4000001,1,3,4,4,2,2,2,2,6,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,.2,63,6,2,4,1,0,2,4,0,1,0,5,589563,308878,2,1,1,0,1349961.5
7327_27_1,7327,27,1,4,6,2022,59.970867,359.8252,6,323036.7445993975,12.685521,4.6666665,1,3,4,4,2,2,2,2,7,1,1,1,5,1,1,0,1,1,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.16666667,51,2,1,4,2,0,2,3,0,3,0,6,589563,308878,2,1,1,0,1349961.5
7327_32_1,7327,32,1,4,6,2022,59.970867,119.94173,6,739697.8055783408,13.513997,4,1,3,5,1,2,2,2,2,2,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,.5,60,4,1,4,1,0,3,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7327_3_1,7327,3,1,4,6,2022,59.970867,59.970867,6,1157547.169811317,13.961814,,1,4,4,1,2,2,2,2,7,4,1,6,1,1,1,0,1,1,0,0,0,,,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,81,2,1,9,4,1,2,0,0,0,1,1,589563,308878,3,0,0,0,1349961.5
7327_4_1,7327,4,1,4,6,2022,59.970867,239.88347,6,1413455.265586542,14.161548,2,1,4,4,1,2,2,2,2,3,2,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,.75,.25,35,6,1,3,1,0,2,2,0,1,3,4,589563,308878,3,0,0,0,1349961.5
7327_5_1,7327,5,1,4,6,2022,59.970867,119.94173,6,407804.706726824,12.918544,4.5,1,4,1,1,2,5,2,5,7,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.5,58,4,1,4,1,0,2,2,0,0,0,2,589563,308878,2,1,1,0,1349961.5
7327_6_1,7327,6,1,4,6,2022,59.970867,119.94173,6,619518.40648072,13.336698,4,1,3,4,1,2,2,2,2,6,1,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.5,65,5,1,4,1,0,2,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7327_8_1,7327,8,1,4,6,2022,59.970867,659.67957,6,167356.309195316,12.027881,4,1,4,4,1,2,2,2,2,3,4,1,1,4,0,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.090909094,55,0,1,9,4,0,2,1,3,4,0,11,589563,308878,1,1,1,1,1349961.5
7343_12_1,7343,12,1,4,6,2022,59.564011,297.82004,6,658588.9786710398,13.397855,4,1,4,3,1,2,2,2,2,3,1,1,1,4,0,1,0,1,1,0,0,0,,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,.2,46,6,1,4,1,0,3,1,1,1,0,5,589563,308878,3,0,0,0,1349961.5
7343_13_1,7343,13,1,4,6,2022,59.564011,59.564011,6,1808532.940537499,14.408027,4,1,4,4,4,2,2,2,2,3,7,4,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,12,1,4,3,0,1,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
7343_28_1,7343,28,1,4,6,2022,59.564011,178.69203,6,353018.845653001,12.774277,4.5,1,4,4,1,6,1,6,1,7,1,1,1,2,,1,0,0,1,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.33333334,25,6,1,4,2,0,1,2,1,0,0,3,589563,308878,2,1,1,0,1349961.5
7343_29_1,7343,29,1,4,6,2022,59.564011,238.25604,6,427699.320720209,12.966176,4.6666665,1,3,4,1,6,1,6,1,7,1,1,1,2,,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,.25,49,6,1,4,2,0,3,2,0,2,0,4,589563,308878,2,1,1,0,1349961.5
7343_2_1,7343,2,1,4,6,2022,59.564011,59.564011,6,1134832.403609513,13.941996,,1,3,4,1,2,2,2,2,3,1,1,1,1,1,1,0,1,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81,1,1,9,4,1,1,0,0,0,1,1,589563,308878,3,0,0,0,1349961.5
7343_33_1,7343,33,1,4,6,2022,59.564011,357.38406,6,371739.1780650296,12.825948,4.75,1,4,4,4,2,1,2,1,3,1,1,1,4,1,1,0,1,1,0,0,0,,,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,.16666667,40,4,1,4,2,0,3,4,0,1,0,6,589563,308878,2,1,1,0,1349961.5
7343_48_1,7343,48,1,4,6,2022,59.564011,119.12802,6,1875536.771944211,14.444406,4.5,1,4,4,1,2,2,2,2,3,4,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,.5,37,12,1,4,1,0,2,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7343_56_1,7343,56,1,4,6,2022,59.564011,59.564011,6,502382.1821164874,13.127116,4,1,3,1,5,7,5,7,5,7,1,1,1,1,,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65,4,1,4,3,0,1,1,0,0,0,1,589563,308878,2,1,1,0,1349961.5
7343_57_1,7343,57,1,4,6,2022,59.564011,59.564011,6,773215.9995329013,13.558313,,1,3,1,3,2,2,2,2,7,1,5,1,1,1,1,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,1,9,4,0,1,0,0,0,0,1,589563,308878,3,0,0,0,1349961.5
7343_59_1,7343,59,1,4,6,2022,59.564011,297.82004,6,433485.619135936,12.979614,4,1,3,4,4,2,1,2,1,3,3,1,1,2,1,1,0,0,1,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.2,24,6,1,4,2,0,1,1,3,0,0,5,589563,308878,2,1,1,0,1349961.5
7343_60_1,7343,60,1,4,6,2022,59.564011,119.12802,6,212468.6218211642,12.26655,4.5,1,3,4,4,2,1,2,1,3,1,1,1,2,0,1,0,1,1,0,0,0,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.5,56,3,1,4,1,0,2,2,0,0,0,2,589563,308878,1,1,1,1,1349961.5
7343_8_1,7343,8,1,4,6,2022,59.564011,357.38406,6,249886.5298058511,12.428762,3.5,1,4,4,1,2,2,2,2,3,1,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,.16666667,60,3,1,2,1,0,3,2,1,1,0,6,589563,308878,1,1,1,1,1349961.5
7359_14_1,7359,14,1,4,6,2022,61.762749,123.5255,6,1406259.445843823,14.156444,2,1,2,4,3,7,4,6,4,7,1,1,1,3,,1,0,0,1,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,79,1,1,9,4,0,2,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7359_16_1,7359,16,1,4,6,2022,61.762749,123.5255,6,798854.9538203162,13.590935,4,1,4,4,4,7,4,6,4,7,4,1,1,4,,1,0,0,1,0,0,0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,.5,87,0,1,9,5,0,1,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7359_17_1,7359,17,1,4,6,2022,61.762749,61.762749,6,2317666.666666658,14.656072,2,1,4,5,4,7,4,6,4,7,1,1,1,1,,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,39,6,1,2,5,0,2,1,0,0,0,1,589563,308878,3,0,0,0,1349961.5
7359_26_1,7359,26,1,4,6,2022,61.762749,432.33923,6,479717.7042101459,13.080953,4.5,1,4,4,1,8,7,8,8,3,1,1,1,4,,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.14285715,71,4,1,4,1,0,3,4,0,2,0,7,589563,308878,2,1,1,0,1349961.5
7359_2_1,7359,2,1,4,6,2022,61.762749,247.05099,6,706574.5434508789,13.468184,3,1,3,4,4,5,5,5,5,6,1,4,1,2,,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,.25,35,11,1,2,2,0,2,2,1,1,0,4,589563,308878,3,0,0,0,1349961.5
7359_30_1,7359,30,1,4,6,2022,61.762749,123.5255,6,2987657.430730468,14.91,2,1,4,4,4,6,5,6,5,,4,4,1,2,,1,0,1,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,.5,33,6,2,2,2,0,1,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7359_31_1,7359,31,1,4,6,2022,61.762749,432.33923,6,880739.5795849793,13.688518,3.8,1,4,4,4,6,2,6,2,3,4,1,1,4,,1,0,1,1,0,0,0,,,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,.14285715,42,6,2,4,1,0,3,5,2,0,0,7,589563,308878,3,0,0,0,1349961.5
7359_32_1,7359,32,1,4,6,2022,61.762749,370.57651,6,537148.7545479969,13.194031,4,1,4,5,1,6,1,6,1,7,4,1,1,2,,1,0,1,1,0,0,0,,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,.16666667,43,4,1,4,2,0,1,1,3,1,0,6,589563,308878,2,1,1,0,1349961.5
7359_33_1,7359,33,1,4,6,2022,61.762749,308.81375,6,1170337.531486142,13.972803,3.5,1,4,4,4,7,5,7,5,7,2,1,1,2,,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,.80000001,.2,45,6,2,2,1,1,2,4,1,0,4,5,589563,308878,3,0,0,0,1349961.5
7359_35_1,7359,35,1,4,6,2022,61.762749,185.28825,6,2089442.835152525,14.552408,2.5,1,4,5,1,6,2,6,2,3,4,1,1,3,,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,.33333334,.33333334,52,15,2,1,3,1,4,2,0,0,1,3,589563,308878,3,0,0,0,1349961.5
7359_45_1,7359,45,1,4,6,2022,61.762749,123.5255,6,1622596.321368592,14.299538,4.5,1,4,5,1,6,2,6,2,2,1,1,1,4,,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,.5,.5,80,5,4,4,4,1,3,2,0,0,1,2,589563,308878,3,0,0,0,1349961.5
7373_16_1,7373,16,1,4,1,2022,54.249409,216.99763,1,286827.8517901749,12.566637,4,1,4,4,4,2,5,2,5,7,1,1,1,3,1,1,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25,37,7,1,4,5,0,2,1,2,1,0,4,816163,338225,1,1,1,1,1349961.5
7373_17_1,7373,17,1,4,1,2022,54.249409,325.49646,1,361762.9406050514,12.798744,4,1,3,1,4,2,1,2,1,7,1,1,1,3,1,1,0,1,1,0,0,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.16666667,44,4,1,4,2,0,1,2,0,3,0,6,816163,338225,2,1,1,0,1349961.5
7373_1_1,7373,1,1,4,1,2022,54.249409,216.99763,1,653015.8789550376,13.389357,3,1,4,4,4,2,2,2,2,6,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.25,34,3,1,4,2,0,2,2,0,2,0,4,816163,338225,2,1,1,0,1349961.5
7373_21_1,7373,21,1,4,1,2022,54.249409,271.24704,1,1781755.20399667,14.393109,3.5,1,4,5,4,2,2,11,7,2,2,4,1,4,1,1,0,1,1,1,0,0,,,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,.80000001,.2,45,6,2,6,2,0,2,2,1,1,4,5,816163,338225,3,0,0,0,1349961.5
7373_24_1,7373,24,1,4,1,2022,54.249409,162.74823,1,1055703.580349709,13.869718,3,1,4,5,4,2,2,2,2,3,4,1,1,3,1,1,0,1,1,0,0,0,,,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,.33333334,51,6,1,4,5,0,2,2,0,0,0,3,816163,338225,3,0,0,0,1349961.5
7373_38_1,7373,38,1,4,1,2022,54.249409,108.49882,1,809997.0857618653,13.604786,,1,4,4,2,2,2,2,2,3,1,1,1,2,1,1,0,1,1,1,0,0,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,.5,74,4,1,9,1,0,2,0,0,0,0,2,816163,338225,2,1,1,0,1349961.5
7373_42_1,7373,42,1,4,1,2022,54.249409,216.99763,1,1572700.353871774,14.268305,1,1,4,4,1,2,2,2,2,2,2,6,1,2,0,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,.25,47,15,1,1,1,1,2,1,0,1,4,4,816163,338225,3,0,0,0,1349961.5
7373_51_1,7373,51,1,4,1,2022,54.249409,271.24704,1,1671417.152373023,14.329183,2.3333333,1,4,5,1,2,2,11,7,2,2,6,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,.80000001,.2,47,6,1,4,1,1,3,3,0,1,4,5,816163,338225,3,0,0,0,1349961.5
7373_55_1,7373,55,1,4,1,2022,54.249409,162.74823,1,670882.5978351375,13.416349,4,1,3,1,4,2,2,2,2,7,1,6,1,2,0,1,0,1,1,0,0,0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.33333334,42,9,1,2,1,0,1,2,0,1,0,3,816163,338225,2,1,1,0,1349961.5
7373_56_1,7373,56,1,4,1,2022,54.249409,271.24704,1,775533.4721065781,13.561306,4.6666665,1,4,5,4,2,2,2,2,2,1,4,6,5,0,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,.2,37,12,1,4,2,0,3,3,2,0,0,5,816163,338225,2,1,1,0,1349961.5
7373_57_1,7373,57,1,4,1,2022,54.249409,54.249409,1,3780099.916736054,15.145261,2,1,4,5,1,2,2,2,2,2,2,2,6,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,51,18,2,2,5,1,2,1,0,0,1,1,816163,338225,3,0,0,0,1349961.5
7373_8_1,7373,8,1,4,1,2022,54.249409,54.249409,1,760787.6769358868,13.542109,4,1,3,1,4,2,1,2,1,7,1,1,1,1,1,1,0,1,1,0,0,0,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,5,1,4,5,0,1,1,0,0,0,1,816163,338225,2,1,1,0,1349961.5
7386_10_1,7386,10,1,4,6,2022,54.71722,54.71722,6,1430308.076602831,14.173401,,1,4,3,3,2,2,2,2,2,2,4,1,1,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,62,6,1,9,4,0,3,0,0,0,0,1,589563,308878,3,0,0,0,1349961.5
7386_13_1,7386,13,1,4,6,2022,54.71722,109.43444,6,477195.0457951708,13.075681,4,1,4,3,4,2,2,2,2,2,2,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,.5,58,3,1,4,1,0,2,1,0,0,0,2,589563,308878,2,1,1,0,1349961.5
7386_19_1,7386,19,1,4,6,2022,54.71722,218.86888,6,2065799.0632806,14.541028,1,1,4,5,1,2,2,2,2,2,2,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,.75,.25,41,16,1,1,1,1,2,2,0,2,3,4,589563,308878,3,0,0,0,1349961.5
7386_22_1,7386,22,1,4,6,2022,54.71722,54.71722,6,1194443.463780183,13.993191,,1,4,4,4,2,2,2,2,3,1,4,1,1,1,1,0,0,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,74,0,1,9,5,0,2,0,0,0,0,1,589563,308878,3,0,0,0,1349961.5
7386_24_1,7386,24,1,4,6,2022,54.71722,164.15166,6,610335.7271718015,13.321764,4.5,1,4,4,2,2,2,2,2,3,1,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.33333334,62,4,1,5,1,0,4,2,0,0,0,3,589563,308878,3,0,0,0,1349961.5
7386_29_1,7386,29,1,4,6,2022,54.71722,164.15166,6,377924.8542880933,12.842451,4,1,3,4,2,2,5,2,5,7,4,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,.33333334,23,6,1,4,2,0,1,2,1,0,0,3,589563,308878,2,1,1,0,1349961.5
7386_30_1,7386,30,1,4,6,2022,54.71722,109.43444,6,1455849.292256454,14.1911,4,1,3,1,4,2,1,2,1,6,1,1,1,2,1,1,0,1,1,1,0,0,,,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,.5,24,12,1,4,1,0,1,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7386_34_1,7386,34,1,4,6,2022,54.71722,109.43444,6,533683.7010824315,13.187558,4,1,4,1,2,2,1,2,1,7,1,1,1,2,1,1,0,1,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.5,64,3,1,4,2,0,1,2,0,0,0,2,589563,308878,2,1,1,0,1349961.5
7386_37_1,7386,37,1,4,6,2022,54.71722,109.43444,6,738110.4829308911,13.511848,4,1,4,4,4,2,2,2,2,2,1,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.5,57,4,1,4,1,0,3,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7386_39_1,7386,39,1,4,6,2022,54.71722,164.15166,6,404403.9671388579,12.91017,4,1,4,4,4,2,2,2,2,2,1,4,1,4,1,1,0,1,1,0,0,0,,,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,.33333334,45,6,1,4,5,0,2,1,0,1,0,3,589563,308878,2,1,1,0,1349961.5
7386_43_1,7386,43,1,4,6,2022,54.71722,109.43444,6,611909.9653224336,13.324341,,1,1,1,2,2,1,2,1,7,1,1,1,4,1,1,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,84,0,1,9,5,0,2,0,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7386_6_1,7386,6,1,4,6,2022,54.71722,273.58609,6,449610.532889259,13.016137,4.5,1,4,5,4,2,2,2,2,3,1,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,.2,39,6,1,4,1,0,2,2,1,2,0,5,589563,308878,2,1,1,0,1349961.5
7402_14_1,7402,14,1,4,6,2022,59.717995,119.43599,6,843742.1454822229,13.645602,4,1,4,3,4,2,2,2,2,7,1,1,6,2,1,1,0,1,1,0,0,0,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,71,6,1,4,1,0,3,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7402_17_1,7402,17,1,4,6,2022,59.717995,119.43599,6,714518.0722891543,13.479363,4,1,4,4,4,7,4,7,4,5,1,1,6,3,,1,0,1,1,0,0,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.5,63,4,1,4,1,0,1,2,0,0,0,2,589563,308878,3,0,0,0,1349961.5
7402_1_1,7402,1,1,4,6,2022,59.717995,179.15399,6,381076.3052208824,12.850755,4,1,1,1,4,2,1,2,1,7,1,3,1,2,1,1,0,1,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.33333334,36,3,1,4,2,0,1,2,1,0,0,3,589563,308878,2,1,1,0,1349961.5
