hhid,upm,nvivi,nhoga,dpto,area,año,fex_2022,facpob,dominio,ipcm,lnipcm,tipo_empleo,tipo_vivienda,tipo_pared,tipo_piso,tipo_techo,tipo_agua_proveedor,tipo_agua_vivienda,tipo_agua_proveedor_beber,tipo_agua_fuente_beber,tipo_banho_desague,tipo_combustible,tipo_basura,tipo_vivienda_propiedad,tipo_hogar,tiene_agua_24hrs,tiene_luz_electrica,tiene_linea_fija,tiene_celular,tiene_banho,tiene_computadora,tiene_tableta,tiene_internet,tiene_internet_cablewifi,tiene_internet_modem,tiene_radio,tiene_televisor,tiene_heladera,tiene_cocina_gas,tiene_cocina_elec,tiene_lavarropas,tiene_videoDVD,tiene_termocalefon,tiene_acondicionador_aire,tiene_antena_parabolica,tiene_tv_cable,tiene_horno_microondas,tiene_horno_electrico,tiene_auto_camion,tiene_motocicleta,tiene_seguro,jefe,jefe_edad,jefe_anios_estudio,jefe_idioma,jefe_tipo_empleo,jefe_estado_civil,jefe_tiene_seguro,nro_dormitorios,nro_trabajo,nro_5menos,nro_6a14,nro_tiene_seguro,totpers,linea_pobreza_total,linea_pobreza_extrema,pobrezai,pobnopoi,pob_total,pob_ext,ipcm_median
10022_105_1,10022,105,1,5,6,2022,243.85303,1950.8242,6,690377.7939161933,13.444994,2,1,4,5,4,3,2,3,2,2,1,1,1,4,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,.125,49,3,1,2,1,0,3,3,2,2,0,8,589563,308878,3,0,0,0,1349961.5
10022_112_1,10022,112,1,5,6,2022,243.85303,1219.2651,6,1083392.52522159,13.895608,2.6666667,1,3,4,3,6,2,6,2,3,4,1,1,4,,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,.2,66,2,1,9,1,0,4,3,0,1,0,5,589563,308878,3,0,0,0,1349961.5
10022_15_1,10022,15,1,5,6,2022,243.85303,975.41211,6,661009.5161160325,13.401524,2,1,4,5,4,3,2,3,2,2,4,1,1,2,1,1,0,1,1,0,0,0,,,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,.25,39,5,1,2,1,0,2,1,0,2,0,4,589563,308878,3,0,0,0,1349961.5
10022_18_1,10022,18,1,5,6,2022,243.85303,731.55908,6,842751.9793177507,13.644428,4,1,4,4,3,3,2,3,2,3,2,1,6,2,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,.33333334,35,10,2,3,1,0,2,2,0,1,0,3,589563,308878,3,0,0,0,1349961.5
10022_19_1,10022,19,1,5,6,2022,243.85303,731.55908,6,1056974.380607032,13.870921,2,1,4,5,4,3,2,3,2,2,4,6,1,2,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,.33333334,25,10,2,2,1,0,2,1,1,0,0,3,589563,308878,3,0,0,0,1349961.5
10022_24_1,10022,24,1,5,6,2022,243.85303,1219.2651,6,584748.6896051543,13.278937,2,1,4,4,4,3,2,3,2,2,4,1,1,2,1,1,0,0,1,0,0,0,,,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,.2,31,9,2,2,1,0,1,1,2,1,0,5,589563,308878,2,1,1,0,1349961.5
10022_25_1,10022,25,1,5,6,2022,243.85303,975.41211,6,513417.7314665568,13.148845,4,1,4,4,4,3,2,3,2,2,4,1,1,2,1,1,0,1,1,0,0,0,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,.25,36,11,1,4,1,0,2,1,0,2,0,4,589563,308878,2,1,1,0,1349961.5
10022_40_1,10022,40,1,5,6,2022,243.85303,487.70605,6,1977437.550362601,14.497313,2,1,4,5,4,3,2,3,2,2,4,1,4,2,1,1,0,1,1,0,0,0,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,.5,20,9,1,2,2,0,2,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10022_49_1,10022,49,1,5,6,2022,243.85303,731.55908,6,699662.401020679,13.458353,2,1,4,5,4,6,2,6,2,,4,4,1,2,,1,0,1,0,0,0,0,,,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,.33333334,28,12,1,2,2,0,1,1,0,1,0,3,589563,308878,3,0,0,0,1349961.5
10022_55_1,10022,55,1,5,6,2022,243.85303,975.41211,6,140176.3938356158,11.850657,4,1,3,4,4,6,1,6,1,7,4,1,1,4,,1,0,1,1,0,0,0,,,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,.25,57,5,1,4,1,0,3,1,2,0,0,4,589563,308878,1,1,1,1,1349961.5
10022_56_1,10022,56,1,5,6,2022,243.85303,731.55908,6,174673.6502820298,12.070675,4,1,4,5,4,6,2,6,2,2,4,1,1,2,,1,0,1,1,0,0,0,,,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,.33333334,27,6,2,4,1,0,1,1,1,0,0,3,589563,308878,1,1,1,1,1349961.5
10022_62_1,10022,62,1,5,6,2022,243.85303,731.55908,6,818857.9422508691,13.615665,2,1,4,5,1,6,2,6,2,2,4,1,1,4,,1,0,1,1,0,0,0,,,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,.33333334,54,5,1,2,1,0,2,1,0,1,0,3,589563,308878,3,0,0,0,1349961.5
10050_10_1,10050,10,1,5,6,2022,83.054222,332.21689,6,19139832.53514376,16.767282,2,1,4,5,4,3,2,3,2,3,2,4,1,2,0,1,0,1,1,1,0,0,,,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,.75,.25,41,12,3,3,1,0,4,2,0,2,3,4,589563,308878,3,0,0,0,1349961.5
10050_12_1,10050,12,1,5,6,2022,83.054222,332.21689,6,514162.0079872201,13.150293,4,1,3,5,3,7,4,6,4,6,4,1,1,4,,1,0,0,1,0,0,0,,,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,.25,47,3,1,4,1,0,2,1,0,2,0,4,589563,308878,2,1,1,0,1349961.5
10050_13_1,10050,13,1,5,6,2022,83.054222,415.27112,6,466026.6242811498,13.051998,3.6666667,1,4,4,4,7,4,6,4,7,4,1,1,2,,1,0,1,1,0,0,0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,.2,46,6,1,2,1,0,2,3,0,1,0,5,589563,308878,2,1,1,0,1349961.5
10050_19_1,10050,19,1,5,6,2022,83.054222,498.32535,6,94890.39776357822,11.460478,4.3333335,1,4,1,3,7,4,7,4,7,1,1,1,4,,1,0,1,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16666667,59,2,1,4,1,0,2,2,1,1,0,6,589563,308878,1,1,1,1,1349961.5
10050_1_1,10050,1,1,5,6,2022,83.054222,249.16267,6,980031.9488817885,13.795341,3,1,4,5,4,6,2,6,2,2,2,1,1,2,,1,0,1,1,1,0,0,,,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,.33333334,59,5,1,3,1,0,3,3,0,0,0,3,589563,308878,3,0,0,0,1349961.5
10050_20_1,10050,20,1,5,6,2022,83.054222,332.21689,6,1073849.590654951,13.886761,2.6666667,1,4,5,3,6,2,6,2,7,4,1,1,2,,1,0,1,1,0,0,0,,,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,.25,58,2,1,2,1,0,3,3,0,0,0,4,589563,308878,3,0,0,0,1349961.5
10050_24_1,10050,24,1,5,6,2022,83.054222,581.37958,6,918670.565495207,13.730683,3.4000001,1,4,4,4,3,2,3,2,6,1,1,1,2,1,1,0,1,1,0,0,0,,,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,.14285715,55,4,1,4,1,0,3,4,0,3,0,7,589563,308878,3,0,0,0,1349961.5
10050_26_1,10050,26,1,5,6,2022,83.054222,83.054222,6,1568051.118210861,14.265344,,1,3,4,4,7,4,6,4,3,2,1,1,1,,1,0,1,1,0,0,0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,2,1,9,4,0,1,0,0,0,0,1,589563,308878,3,0,0,0,1349961.5
10050_27_1,10050,27,1,5,6,2022,83.054222,166.10844,6,2283106.928913737,14.641047,4,1,3,3,4,3,2,3,2,2,1,1,1,3,1,1,0,1,1,0,0,0,,,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,.5,66,1,1,4,4,0,2,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10050_30_1,10050,30,1,5,6,2022,83.054222,166.10844,6,666013.3785942488,13.409065,4,1,4,4,4,3,2,3,2,2,3,1,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,.5,24,12,2,4,2,0,1,1,0,0,0,2,589563,308878,3,0,0,0,1349961.5
10082_10_1,10082,10,1,6,1,2022,102.89198,102.89198,1,5200000,15.46417,1,1,4,5,1,2,2,2,2,3,4,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,32,16,1,1,5,1,2,1,0,0,1,1,816163,338225,3,0,0,0,1349961.5
10082_13_1,10082,13,1,6,1,2022,102.89198,308.67593,1,1566666.666666667,14.264461,3.5,1,4,4,1,2,2,2,2,2,4,2,1,3,1,1,0,1,1,1,0,0,,,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,.66666669,.33333334,40,15,1,1,5,1,2,2,0,1,2,3,816163,338225,3,0,0,0,1349961.5
10082_16_1,10082,16,1,6,1,2022,102.89198,411.5679,1,1700000,14.346139,1,1,4,5,4,2,2,2,2,2,4,2,1,4,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,.75,.25,40,16,3,1,2,1,2,1,1,0,3,4,816163,338225,3,0,0,0,1349961.5
10082_17_1,10082,17,1,6,1,2022,102.89198,308.67593,1,3525486.333333333,15.075529,1,1,4,5,4,2,2,2,2,3,2,2,1,2,1,1,0,1,1,1,0,0,,,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,.33333334,39,15,3,1,1,1,2,2,0,1,3,3,816163,338225,3,0,0,0,1349961.5
10082_23_1,10082,23,1,6,1,2022,102.89198,411.5679,1,1418229.5,14.16492,1,1,4,4,1,2,2,2,2,2,2,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,.75,.25,37,14,2,1,2,1,2,2,1,1,3,4,816163,338225,3,0,0,0,1349961.5
10082_30_1,10082,30,1,6,1,2022,102.89198,411.5679,1,475000,13.07107,6,1,4,4,4,2,2,2,2,2,2,2,1,3,1,1,0,1,1,0,0,0,,,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,.25,41,11,2,6,5,0,1,2,1,0,0,4,816163,338225,2,1,1,0,1349961.5
10082_40_1,10082,40,1,6,1,2022,102.89198,308.67593,1,1317761.666666667,14.091445,4,3,4,5,4,2,1,2,1,2,4,2,4,2,1,1,0,1,1,0,0,0,,,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,.66666669,.33333334,35,15,2,2,2,1,1,2,1,0,2,3,816163,338225,3,0,0,0,1349961.5
10082_48_1,10082,48,1,6,1,2022,102.89198,411.5679,1,2113203.482589363,14.563716,1.5,1,4,5,1,2,2,2,2,2,2,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,.75,.25,40,16,2,2,1,0,4,2,0,1,3,4,816163,338225,3,0,0,0,1349961.5
10082_56_1,10082,56,1,6,1,2022,102.89198,308.67593,1,2400000,14.690979,1,1,4,5,1,2,2,11,7,2,2,3,1,3,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,.66666669,.33333334,40,17,3,1,5,1,1,1,2,0,2,3,816163,338225,3,0,0,0,1349961.5
10082_62_1,10082,62,1,6,1,2022,102.89198,205.78395,1,3965000,15.193016,1,1,4,5,1,2,2,11,7,2,2,2,1,3,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,.5,45,16,2,1,6,1,2,1,0,0,2,2,816163,338225,3,0,0,0,1349961.5
10082_63_1,10082,63,1,6,1,2022,102.89198,514.4599,1,2194166.666666667,14.601313,1,1,4,5,1,2,2,11,7,2,2,2,1,2,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,.80000001,.2,47,15,2,9,1,1,3,1,1,1,4,5,816163,338225,3,0,0,0,1349961.5
10082_68_1,10082,68,1,6,1,2022,102.89198,205.78395,1,2200000,14.603968,4,1,4,5,1,2,2,2,2,2,4,1,1,2,1,1,0,1,1,1,0,0,,,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,.5,.5,40,12,1,2,2,1,1,2,0,0,1,2,816163,338225,3,0,0,0,1349961.5
1008_11_1,1008,11,1,0,1,2022,80.679367,242.0381,0,2936833.061065073,14.892842,2.5,2,4,5,6,1,2,11,7,1,4,2,4,2,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,.33333334,33,18,3,1,2,1,2,2,0,1,3,3,816163,338225,3,0,0,0,1349961.5
1008_18_1,1008,18,1,0,1,2022,80.679367,161.35873,0,4374907.65957447,15.291396,2,2,4,5,6,1,2,11,7,1,4,2,1,3,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,.5,50,17,3,2,3,1,2,2,0,0,2,2,816163,338225,3,0,0,0,1349961.5
1008_31_1,1008,31,1,0,1,2022,80.679367,322.71747,0,1428019.148936171,14.171799,4,2,4,5,6,1,2,11,7,1,2,2,6,4,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,.5,.25,39,7,1,2,2,1,1,2,1,0,2,4,816163,338225,3,0,0,0,1349961.5
1008_32_1,1008,32,1,0,1,2022,80.679367,161.35873,0,1957978.723404256,14.487423,3,1,4,5,1,1,2,11,7,1,4,2,4,2,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,.5,37,12,3,2,1,0,2,2,0,0,0,2,816163,338225,3,0,0,0,1349961.5
1008_34_1,1008,34,1,0,1,2022,80.679367,161.35873,0,7048723.404255323,15.768357,4,1,4,5,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,.5,82,17,2,4,1,1,3,1,0,0,2,2,816163,338225,3,0,0,0,1349961.5
1008_48_1,1008,48,1,0,1,2022,80.679367,80.679367,0,2610638.297872342,14.775105,4,1,4,5,1,1,2,11,7,1,2,2,4,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,69,14,3,4,4,0,1,1,0,0,0,1,816163,338225,3,0,0,0,1349961.5
1008_4_1,1008,4,1,0,1,2022,80.679367,161.35873,0,2464745.240642549,14.717599,,1,4,5,1,1,2,11,7,1,2,2,1,3,1,1,1,,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,.5,103,6,3,9,4,0,2,0,0,0,0,2,816163,338225,3,0,0,0,1349961.5
1008_50_1,1008,50,1,0,1,2022,80.679367,322.71747,0,2088510.638297874,14.551962,4,1,4,5,1,1,2,1,2,1,4,2,1,2,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,.25,39,12,3,4,2,0,2,2,1,0,0,4,816163,338225,3,0,0,0,1349961.5
1008_7_1,1008,7,1,0,1,2022,80.679367,322.71747,0,3489553.191489364,15.065285,2.3333333,1,4,5,1,1,2,1,2,1,7,2,1,4,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,.5,.25,70,16,3,4,5,1,4,3,0,0,2,4,816163,338225,3,0,0,0,1349961.5
10091_14_1,10091,14,1,6,1,2022,47.78265,95.5653,1,978468.8995215312,13.793744,6,3,4,5,4,2,2,2,2,2,4,2,4,2,1,1,0,1,1,1,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,.5,21,14,3,9,2,0,1,1,0,0,0,2,816163,338225,3,0,0,0,1349961.5
10091_1_1,10091,1,1,6,1,2022,47.78265,191.1306,1,3108881.080542265,14.949774,2.5,1,4,3,1,2,2,2,2,2,2,2,4,2,0,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,.75,.25,47,15,2,4,2,0,2,2,2,0,3,4,816163,338225,3,0,0,0,1349961.5
10091_20_1,10091,20,1,6,1,2022,47.78265,143.34795,1,1417937.333864965,14.164714,1,1,4,5,1,2,2,11,7,2,2,2,4,3,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,.33333334,31,15,3,1,5,1,2,1,1,1,3,3,816163,338225,3,0,0,0,1349961.5
10091_25_1,10091,25,1,6,1,2022,47.78265,191.1306,1,1590011.961722488,14.279252,2.5,1,4,5,4,2,2,11,7,3,2,2,1,4,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,.5,.25,77,3,2,9,1,1,2,2,0,0,2,4,816163,338225,3,0,0,0,1349961.5
10091_26_1,10091,26,1,6,1,2022,47.78265,95.5653,1,978468.8995215312,13.793744,,1,4,5,1,2,2,11,7,3,2,2,4,5,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,.5,.5,19,13,3,9,5,0,3,0,0,0,1,2,816163,338225,3,0,0,0,1349961.5
10091_34_1,10091,34,1,6,1,2022,47.78265,143.34795,1,2870175.438596491,14.869884,2,1,4,5,1,2,1,2,1,2,2,2,1,3,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,.33333334,65,9,2,9,4,0,3,2,0,0,0,3,816163,338225,3,0,0,0,1349961.5
10091_39_1,10091,39,1,6,1,2022,47.78265,143.34795,1,815390.749601276,13.611423,4.5,1,3,4,3,2,1,2,1,2,2,2,1,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,.33333334,26,12,2,4,2,0,2,2,1,0,0,3,816163,338225,2,1,1,0,1349961.5
10091_48_1,10091,48,1,6,1,2022,47.78265,191.1306,1,1682966.507177034,14.336068,2.5,1,4,5,4,2,2,2,2,2,4,2,6,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,.75,.25,41,15,1,4,2,0,3,2,1,0,3,4,816163,338225,3,0,0,0,1349961.5
10091_50_1,10091,50,1,6,1,2022,47.78265,143.34795,1,1258419.723551303,14.045367,,1,4,5,1,2,2,2,2,2,2,2,1,3,1,1,0,1,1,1,1,0,,,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,.33333334,.33333334,62,14,2,9,4,1,4,0,0,0,1,3,816163,338225,3,0,0,0,1349961.5
10099_14_1,10099,14,1,6,1,2022,39.884747,79.769493,1,7131393.617021279,15.780017,2.5,1,4,5,1,2,2,11,7,2,2,2,1,2,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,.5,57,18,2,1,1,1,6,2,0,0,2,2,816163,338225,3,0,0,0,1349961.5
10099_16_1,10099,16,1,6,1,2022,39.884747,119.65424,1,2088510.638297874,14.551962,1,1,4,5,1,2,2,2,2,2,2,2,6,3,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,.33333334,.33333334,38,18,3,1,6,1,2,1,1,1,1,3,816163,338225,3,0,0,0,1349961.5
10099_17_1,10099,17,1,6,1,2022,39.884747,159.53899,1,2256696.55851064,14.629413,1,1,4,5,1,2,2,11,7,2,2,2,1,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,.25,.25,36,17,2,1,1,1,2,2,1,1,1,4,816163,338225,3,0,0,0,1349961.5
10099_23_1,10099,23,1,6,1,2022,39.884747,239.30847,1,2447139.906792956,14.71043,1.3333334,1,4,5,3,2,2,2,2,2,2,2,1,4,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,.66666669,.16666667,50,16,3,1,5,1,4,3,0,1,4,6,816163,338225,3,0,0,0,1349961.5
10099_39_1,10099,39,1,6,1,2022,39.884747,39.884747,1,5256085.106382982,15.474897,3,1,4,5,1,2,2,2,2,2,2,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,69,12,1,3,4,1,4,1,0,0,1,1,816163,338225,3,0,0,0,1349961.5
10099_41_1,10099,41,1,6,1,2022,39.884747,119.65424,1,3904354.609929081,15.177603,1,1,4,5,1,2,2,2,2,2,4,2,1,4,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,.66666669,.33333334,84,12,3,9,4,1,4,1,0,1,2,3,816163,338225,3,0,0,0,1349961.5
10099_42_1,10099,42,1,6,1,2022,39.884747,79.769493,1,3350319.148936172,15.024566,4,1,4,5,1,2,2,2,2,2,4,2,1,2,1,1,0,1,1,0,0,0,,,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,.5,74,13,1,4,1,1,2,1,0,0,2,2,816163,338225,3,0,0,0,1349961.5
10099_43_1,10099,43,1,6,1,2022,39.884747,39.884747,1,3099697.872340427,14.946815,,1,4,5,1,2,2,11,7,2,2,2,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,78,6,2,9,4,1,1,0,0,0,1,1,816163,338225,3,0,0,0,1349961.5
10099_48_1,10099,48,1,6,1,2022,39.884747,79.769493,1,939829.7872340431,13.753454,4,1,2,5,4,2,2,2,2,2,2,2,1,3,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,.5,64,6,3,9,5,0,2,1,0,0,0,2,816163,338225,3,0,0,0,1349961.5
10099_5_1,10099,5,1,6,1,2022,39.884747,159.53899,1,2287789.361702129,14.643097,2,1,4,5,1,2,2,2,2,2,2,2,1,2,0,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,.25,49,14,2,3,1,1,2,2,0,2,4,4,816163,338225,3,0,0,0,1349961.5
10106_19_1,10106,19,1,6,1,2022,43.814613,87.629227,1,1653395.567092651,14.318341,4,1,4,5,4,2,2,2,2,2,2,2,4,2,1,1,0,1,1,0,1,0,,,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,.5,52,6,2,4,2,0,1,2,0,0,0,2,816163,338225,3,0,0,0,1349961.5
10106_23_1,10106,23,1,6,1,2022,43.814613,87.629227,1,2277738.290826209,14.638694,4,1,5,5,1,2,2,11,7,3,2,2,1,3,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,.5,51,15,3,9,6,1,3,1,0,0,2,2,816163,338225,3,0,0,0,1349961.5
10106_27_1,10106,27,1,6,1,2022,43.814613,175.25845,1,3110199.015175716,14.950197,4.3333335,1,4,5,1,2,2,11,7,3,4,2,1,2,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,.25,64,12,2,4,1,1,2,3,0,1,4,4,816163,338225,3,0,0,0,1349961.5
10106_36_1,10106,36,1,6,1,2022,43.814613,131.44385,1,1488867.589989349,14.213527,1,1,4,5,4,2,2,2,2,2,4,2,4,2,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,.66666669,.33333334,36,16,2,1,2,1,1,1,0,1,2,3,816163,338225,3,0,0,0,1349961.5
10106_39_1,10106,39,1,6,1,2022,43.814613,87.629227,1,2254073.482428113,14.628249,2,1,4,5,1,2,2,2,2,2,4,2,4,5,0,1,0,1,1,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.5,20,12,1,2,5,0,1,2,0,0,0,2,816163,338225,3,0,0,0,1349961.5
10106_44_1,10106,44,1,6,1,2022,43.814613,43.814613,1,1470047.923322683,14.200806,,2,4,5,6,2,2,2,2,2,4,2,4,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,14,2,9,5,0,1,0,0,0,0,1,816163,338225,3,0,0,0,1349961.5
10106_49_1,10106,49,1,6,1,2022,43.814613,219.07307,1,4401834.930990413,15.297532,1,1,4,5,1,2,2,2,2,2,2,2,1,2,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,.80000001,.2,49,12,2,1,1,1,4,3,0,1,4,5,816163,338225,3,0,0,0,1349961.5
10106_5_1,10106,5,1,6,1,2022,43.814613,131.44385,1,1222045.394036208,14.016037,3,1,4,5,1,2,2,2,2,2,4,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,.66666669,.33333334,66,6,2,4,1,1,3,2,0,0,2,3,816163,338225,3,0,0,0,1349961.5
10106_63_1,10106,63,1,6,1,2022,43.814613,219.07307,1,1745085.937649249,14.372314,1,1,4,5,1,2,2,2,2,2,2,2,1,4,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,.80000001,.2,42,16,3,1,1,1,3,1,0,2,4,5,816163,338225,3,0,0,0,1349961.5
10106_69_1,10106,69,1,6,1,2022,43.814613,131.44385,1,1832659.744408944,14.421279,2,3,4,5,4,2,2,11,7,2,4,2,4,2,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,.33333334,32,12,3,2,2,1,1,2,1,0,3,3,816163,338225,3,0,0,0,1349961.5
10106_6_1,10106,6,1,6,1,2022,43.814613,87.629227,1,1960063.897763577,14.488487,6,1,4,4,4,2,2,2,2,2,2,2,1,3,1,1,0,1,1,0,0,0,,,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,.5,.5,56,12,2,6,5,1,2,1,0,0,1,2,816163,338225,3,0,0,0,1349961.5
10114_100_1,10114,100,1,6,1,2022,60.877197,182.63159,1,758629.0322580682,13.539268,3,1,4,5,1,2,2,11,7,2,2,2,1,4,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,.66666669,.33333334,67,6,1,3,1,1,3,1,0,0,2,3,816163,338225,2,1,1,0,1349961.5
10114_52_1,10114,52,1,6,1,2022,60.877197,243.50879,1,1750303.258064525,14.375299,2.5,1,4,5,4,2,2,2,2,2,2,2,1,2,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,.25,43,15,2,1,1,1,3,2,0,1,4,4,816163,338225,3,0,0,0,1349961.5
10114_58_1,10114,58,1,6,1,2022,60.877197,182.63159,1,2902580.645161304,14.881111,1,1,4,5,1,2,2,2,2,2,2,2,1,2,1,1,0,1,1,0,0,0,,,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,.33333334,.33333334,60,14,2,9,1,1,2,1,0,0,1,3,816163,338225,3,0,0,0,1349961.5
10114_61_1,10114,61,1,6,1,2022,60.877197,304.38599,1,2134709.532258075,14.573841,3,1,4,5,1,2,2,2,2,2,2,2,1,4,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,.2,.2,53,7,2,4,1,0,3,3,1,0,1,5,816163,338225,3,0,0,0,1349961.5
