1950483,4,6,1,1,1,4,4,4,2,2,2,1,1,6,1,6,1,1,1,1,6,6,6,1,0,1,0,0,0,0,0,1,1,1,1,71,6,5,1,6,1,3,1,6,7,3,,,,1,1,,,1,,,,,,8,12,0,0,0,0,0,0,1,,6,6,1,5,1,,6,6,,,,1,6,6,6,6,1,1
2049149,4,6,5,4,3,4,4,4,2,2,2,1,1,6,1,2,1,1,1,1,6,1,1,1,0,1,0,1,0,0,1,1,1,2,6,25,6,2,1,1,1,9,2,6,7,3,,,,1,6,6,6,0,1,,6,6,6,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,1
2319593,4,6,2,3,2,4,5,1,6,6,2,1,1,6,1,3,1,1,7,1,6,6,6,1,0,1,0,0,0,0,0,1,1,2,2,76,1,1,1,1,1,3,5,6,7,1,1,,1,1,6,6,6,0,6,7,6,6,13,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,1
2478662,4,6,4,2,2,4,4,5,2,2,2,1,1,6,1,5,1,1,1,1,6,6,6,1,0,0,0,0,0,0,0,1,1,3,3,14,6,5,1,1,1,4,9,1,7,1,1,,1,6,6,6,6,0,6,4,6,6,7,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,0
2492835,0,1,4,2,2,4,4,1,1,1,1,1,1,6,1,2,6,3,1,6,6,1,1,1,0,0,0,0,1,0,0,1,1,3,3,13,6,5,2,1,1,3,3,1,7,3,,,,6,6,6,6,0,6,4,6,6,7,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,0
2604008,4,6,4,2,2,3,1,4,2,2,1,1,1,6,1,7,1,1,1,1,6,1,1,1,0,0,0,0,0,0,0,1,1,2,2,49,1,2,1,1,1,3,4,6,7,3,,,,6,1,,,1,,,,,,1,0,0,4,4,0,0,0,3,40,6,4,6,,,,,,,,,1,1,,,,,0
2604035,4,6,6,2,2,3,1,2,2,2,1,1,1,6,1,6,1,1,1,1,6,6,6,1,0,0,0,0,0,1,0,1,1,6,3,3,1,5,,,,,,,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2606632,4,6,4,3,2,4,4,3,2,2,2,1,1,6,1,3,1,1,1,1,6,1,1,1,0,0,0,0,0,1,0,1,1,1,1,46,1,1,1,1,1,3,4,6,7,1,1,,1,1,6,6,6,0,6,5,6,6,11,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,0
2617849,4,6,3,2,2,3,3,4,2,2,2,1,1,6,1,7,1,1,1,1,6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,59,1,1,1,1,1,3,3,6,7,3,,,,6,1,,,1,,,,,,1,6,6,6,6,6,4,0,1,,6,4,1,8,1,,6,6,,,,1,1,,,,,0
2617853,4,6,4,1,1,3,1,4,2,2,1,1,1,6,1,7,1,1,1,1,6,6,6,1,0,0,0,0,0,0,0,1,1,2,2,39,6,2,1,1,1,3,5,6,7,1,6,5,9,1,6,6,6,0,1,,6,6,2,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0
2617862,4,6,1,2,2,4,4,4,2,2,2,1,1,6,1,6,1,1,1,1,6,6,6,1,0,0,0,0,0,0,0,1,1,1,1,72,6,4,1,6,1,3,1,6,7,3,,,,6,6,6,6,0,6,7,6,6,13,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,1,0
2807616,4,1,2,3,2,3,5,4,2,2,2,1,1,6,1,2,1,4,1,1,6,1,1,1,1,1,0,0,1,1,0,1,1,3,5,5,6,5,3,6,6,,,,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,1
2839427,4,6,2,3,2,4,4,1,2,2,1,1,1,6,1,6,1,1,7,1,6,6,6,1,0,0,0,0,1,0,0,1,1,2,5,15,1,5,2,1,1,4,9,1,7,3,,,,1,6,6,6,0,1,,6,6,7,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,0
2868460,4,6,2,2,2,3,4,4,2,2,1,1,1,6,1,2,1,1,1,1,6,6,6,0,0,0,0,0,0,0,0,1,1,1,1,46,6,5,1,1,1,3,5,6,7,3,,,,1,1,,,1,,,,,,1,8,8,8,8,8,0,0,1,,6,4,6,,,,,,,,,6,1,,,,,0
2888210,4,6,7,2,2,4,1,4,2,2,1,1,6,6,1,7,1,1,1,1,6,1,1,1,0,0,0,0,0,0,0,1,1,5,3,11,6,5,1,1,1,3,5,1,7,3,,,,6,6,6,6,0,6,2,6,6,5,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,0
2903168,4,6,3,2,2,3,1,2,2,2,1,1,6,6,1,3,1,1,1,1,6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,50,6,1,1,1,1,3,6,6,7,1,1,,1,1,1,,,1,,,,,,5,0,0,0,0,0,6,6,1,,6,4,6,,,,,,,,,6,1,,,,,0
2909019,4,6,8,3,3,3,4,4,2,2,1,1,1,6,1,7,1,1,1,1,6,1,1,1,0,0,0,0,1,1,0,1,1,1,1,65,6,5,1,6,6,,,,7,3,,,,1,1,,,1,,,,,,5,10,11,10,10,10,10,0,1,,6,4,6,,,,,,,,,6,1,6,6,6,6,0
3208424,4,6,3,1,1,3,1,3,2,2,1,1,6,6,1,7,1,1,1,1,6,1,1,0,0,0,0,0,0,0,0,1,1,3,3,8,6,5,1,1,1,3,2,1,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,0
3254052,4,1,4,3,2,3,4,4,2,2,1,1,1,6,1,2,1,4,1,1,6,1,1,1,0,0,0,0,1,1,0,1,1,3,3,20,1,5,1,1,1,9,3,6,7,3,,,,6,1,,,1,,,,,,5,6,6,6,6,6,6,0,1,,6,4,6,,,,,,,,,1,1,,,,,0
3331218,4,6,4,2,2,3,4,4,2,4,1,1,1,6,1,6,1,2,1,1,6,6,6,1,0,1,0,0,0,0,0,1,1,3,3,12,1,5,2,1,1,3,6,1,7,3,,,,6,6,6,6,0,6,4,6,6,7,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,1
3457153,4,6,2,4,3,4,5,4,2,2,2,1,1,6,1,2,1,2,1,1,6,1,1,1,0,1,0,1,1,1,1,1,1,1,1,48,6,4,2,6,6,,,,7,1,6,5,9,6,1,,,1,,,,,,5,12,12,12,12,12,12,6,1,,6,4,6,,,,,,,,,6,6,,,,,1
3571803,4,6,4,3,2,4,4,4,2,2,2,1,1,6,1,2,1,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,2,2,36,6,2,2,1,1,6,6,6,1,3,,,,1,6,6,1,1,,,,,,8,0,0,0,0,0,0,0,3,40,1,1,6,,,,,,,,,6,6,,,,,1
3581635,4,6,5,3,3,4,4,4,2,2,1,1,1,6,1,3,6,4,1,1,6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,41,6,1,1,1,1,3,5,6,7,1,6,5,,1,6,6,6,0,6,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,0
3631329,4,6,2,2,2,4,4,4,2,2,2,1,1,6,1,3,1,1,4,1,6,1,1,1,1,0,0,0,0,1,0,1,1,1,1,41,1,1,1,1,1,3,6,6,7,3,,,,1,1,,,1,,,,,,1,6,6,6,6,6,4,0,1,,6,4,6,,,,,,,,,6,1,,,,,0
3777884,4,6,6,3,3,3,4,4,2,2,2,1,1,6,1,3,1,1,4,1,6,1,1,1,0,1,0,0,0,0,0,1,1,2,2,43,6,2,1,1,1,3,2,6,7,3,,,,6,1,,,1,,,,,,5,4,4,0,0,4,4,0,1,,6,4,6,,,,,,,,,6,1,,,,,1
3867662,4,6,5,1,1,4,1,2,7,5,4,1,1,6,1,6,6,1,1,1,6,6,6,1,0,0,0,0,0,0,0,1,1,1,1,43,1,2,1,1,1,3,6,6,7,3,,,,6,1,,,1,,,,,,1,7,7,7,7,7,0,0,1,,6,4,1,6,1,,6,6,,,,1,1,,,,,0
4056309,4,6,3,3,2,4,4,4,2,2,2,1,1,6,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,39,1,2,1,1,1,4,9,6,7,3,,,,6,1,,,1,,,,,,4,10,10,10,10,10,5,0,1,,6,2,6,,,,,,,,,6,1,,,,,1
4417857,11,1,5,1,1,4,4,4,1,1,1,1,1,6,1,2,6,3,2,3,6,1,1,1,0,0,0,0,1,0,0,1,1,2,2,27,1,2,2,1,6,,,,1,3,,,,6,1,,,1,,,,,,5,8,8,8,8,8,8,0,2,48,1,2,6,,,,,,,,,6,1,,,,,0
4577674,4,6,3,2,1,1,3,4,6,6,4,1,1,6,1,3,1,1,1,1,6,1,1,1,0,0,0,1,1,0,0,1,1,2,3,11,1,5,1,1,1,3,5,1,7,3,,,,6,6,6,6,0,6,4,6,6,7,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,0
4737631,4,6,5,3,2,3,1,4,2,2,1,1,1,6,1,6,1,1,1,1,6,6,6,1,0,0,0,0,0,1,0,1,1,2,2,34,6,1,1,1,1,3,6,6,7,1,1,,1,1,6,6,1,0,,,6,6,9,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0
4936583,4,6,4,2,2,4,4,4,2,2,2,1,1,6,1,6,1,1,7,1,6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,38,6,1,1,1,1,3,6,6,7,1,1,,1,1,1,,,,1,,6,6,9,1,4,4,4,4,4,4,0,1,,6,4,1,0,6,20,6,6,,,,6,6,6,6,6,6,0
4937129,4,6,5,2,2,4,4,4,2,2,2,1,1,6,1,6,6,3,1,1,6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,31,6,2,1,1,1,4,8,6,7,1,6,5,9,1,1,,,1,,,,,,5,10,10,10,10,10,10,4,1,,6,4,6,,,,,,,,,6,1,,,,,0
4939948,0,1,3,3,3,4,4,1,1,1,1,1,1,6,1,2,1,2,3,4,6,1,1,1,1,1,0,0,1,1,0,1,1,2,3,8,6,5,2,1,1,3,3,1,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,1
4957004,11,1,5,1,1,3,1,4,1,1,1,1,1,6,1,6,6,3,1,3,6,1,1,1,0,1,0,0,0,0,0,1,1,3,5,5,6,5,2,6,1,2,2,1,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,1
5813541,4,6,4,1,1,3,1,4,2,2,1,1,6,6,1,7,6,4,1,1,6,1,1,1,0,1,0,0,0,0,0,1,1,4,3,2,1,5,,,,,,,7,1,1,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5843523,4,6,2,1,1,1,1,2,2,2,1,1,6,6,1,7,6,1,1,1,6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,34,1,5,1,1,1,3,2,6,7,3,,,,1,1,,,1,,,,,,1,0,10,10,0,0,0,0,3,50,6,4,1,0,6,60,6,6,,,,1,1,,,,,0
6227162,11,6,6,1,2,3,1,4,1,1,1,1,1,6,1,3,6,3,1,5,6,1,1,1,0,0,0,0,0,0,0,1,1,6,3,8,1,5,2,1,1,3,3,1,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,0
6362437,0,1,5,1,1,3,1,4,1,1,1,1,1,6,1,1,6,2,1,3,6,1,1,1,0,1,0,0,1,1,0,1,1,3,3,4,1,5,,,,,,,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,1
6914005,4,6,3,1,1,3,1,2,2,2,1,1,6,6,1,7,6,4,1,1,6,6,6,0,0,0,0,0,0,0,0,1,1,3,3,0,6,5,,,,,,,7,1,1,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,0
7660096,4,6,4,2,1,4,4,4,2,2,2,1,1,6,1,2,6,4,1,6,6,1,1,1,0,0,0,0,0,0,0,1,1,3,3,2,6,5,,,,,,,7,1,1,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,4,1,3,2,2,4,3,4,2,2,1,1,1,6,1,5,6,1,1,1,6,6,1,1,0,0,0,0,0,0,0,1,1,3,3,7,6,5,1,1,1,3,2,1,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
729926,4,6,4,3,3,3,4,4,2,2,1,1,1,6,1,5,6,1,1,1,6,6,6,1,0,1,0,0,0,0,0,1,1,4,3,2,1,5,,,,,,,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,1
944547,4,6,2,2,2,4,4,4,6,6,5,1,1,6,1,6,1,1,1,1,6,6,6,1,0,0,0,0,0,0,0,1,1,2,5,2,1,5,,,,,,,7,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1309012,4,6,3,3,2,4,5,4,4,4,2,1,1,6,1,2,1,2,1,1,6,6,6,1,0,1,0,0,0,1,0,1,1,2,2,67,1,1,1,1,1,3,4,6,7,3,,,,1,1,,,1,,,,,,1,8,8,8,8,8,8,0,2,50,6,4,6,,,,,,,,,1,1,6,1,6,6,1
